Category,Message
ham,Mm yes dear look how i am hugging you both. :-P
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
spam,Special offer! FREE awaits you! Send STOP to 08864881204 to unsubscribe.
spam,WINNER! Claim your free worth £282! Click here: www.getfreestuff.com to get your reward!
spam,You've been selected for a deal! Call 09409685746 to claim now! T&Cs apply.
ham,Yup but not studying surfing lor. I'm in e lazy mode today.
ham,To day class is there are no class.
ham,Oh just getting even with u.... u?
ham,Later i guess. I needa do mcat study too.
ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx"
spam,Exclusive special offer! Get your free phone now! Call now on 09139675902 to claim!
spam,"URGENT! You're eligible for a ringtone of £466! Hurry, offer ends soon! Call 09217997113."
spam,"Special offer! CASH awaits you! Hurry, offer ends soon! Call 08334745191."
spam,URGENT! You're eligible for a xbox of £2081! Text 75XC to 08714100005 to receive your prize!
ham,Aiyah then i wait lor. Then u entertain me. Hee...
spam,Free sony! Subscribe now to get your reward! Text WIN to 08217118321 for your chance to win!
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
spam,WINNER! Claim your cash worth £554! Text WIN to 09034492858 for your chance to win!
ham,Gimme a few was  &lt;#&gt;  minutes ago
ham,I will be outside office take all from there
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
spam,URGENT! You're eligible for a xbox of £2163! Text WIN to 08281838283 for your chance to win!
spam,You've been selected for a deal! Call 08198766259 to claim now! T&Cs apply.
ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing."
ham,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night
spam,WINNER! Claim your limited worth £898! Text JD1B to 08255783706 to receive your prize!
spam,Get your deal today! Text 3PC3 to 09242027343 for a chance to win £1992!
ham,Oh for fuck's sake she's in like tallahassee
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
spam,URGENT! You're eligible for a download of £4828! Text WIN to 08455548128 for your chance to win!
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea"
spam,You've been selected for a win! Call 09984562988 to claim now! T&Cs apply.
ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONÂT LIKE ME LIKE THAT SO DONÂT WORRY."
ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
spam,WINNER! Claim your text back worth £627! Click here: www.specialoffers.com to get your reward!
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
ham,Hey so whats the plan this sat?
ham,"Haha I heard that, text me when you're around"
ham,That was random saw my old roomate on campus. He graduated
ham,ALRITE
ham,We are okay. Going to sleep now. Later
ham,Check with nuerologist.
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.
ham,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt
spam,"Exclusive free offer! Get your free holiday now! Hurry, offer ends soon! Call 08576909851."
ham,"Sure, whenever you show the fuck up &gt;:("
ham,These won't do. Have to move on to morphine
spam,"complimentary 4 STAR Ibiza Holiday or Â£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
spam,U are subscribed to the best Mobile Content Service in the UK for Â£3 per 10 days until you send STOP to 82324. Helpline 08706091795
spam,Free playstation! Subscribe now to get your reward! Click here: www.mobiledeals.biz to get your reward!
spam,Get your urgent today! Text NFCO to 09479624756 for a chance to win £866!
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
ham,Unni thank you dear for the recharge..Rakhesh
spam,"URGENT! You're eligible for a nokia of £2731! Hurry, offer ends soon! Call 08567411803."
ham,Apo all other are mokka players only
ham,Why are u up so early?
spam,You've been selected for a discount! Call 08619163729 to claim now! T&Cs apply.
ham,"How long has it been since you screamed, princess?"
ham,Well. You know what i mean. Texting
ham,Dude sux for snake. He got old and raiden got buff
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
spam,Exclusive prize offer! Get your free phone now! Visit www.getfreestuff.com to claim your prize!
ham,Hi happy birthday. Hi hi hi hi hi hi hi
ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time
spam,WINNER! Claim your deal worth £908! Click here: www.specialoffers.com to get your reward!
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip
spam,URGENT! You're eligible for a playstation of £1741! Text XGQV to 09896228754 to receive your prize!
ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
spam,You've been selected for a free! Call 09295112100 to claim now! T&Cs apply.
ham,Host-based IDPS for linux systems.
ham,Lara said she can loan me  &lt;#&gt; .
spam,WINNER! Claim your guaranteed worth £501! Text WIN to 09445855876 for your chance to win!
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .
spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p"
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.
ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor..."
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
spam,Free guaranteed! Subscribe now to get your reward! Reply YES to join now!
ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore"
spam,You've been selected for a guaranteed! Call 08245653626 to claim now! T&Cs apply.
ham,"Yes..but they said its IT.,"
spam,You've been selected for a mobile! Call 09902125019 to claim now! T&Cs apply.
spam,URGENT! You're eligible for a ringtone of £3704! Text WIN to 09901105946 for your chance to win!
spam,Exclusive subscribe offer! Get your free holiday now! Visit www.getfreestuff.com to claim your prize!
spam,You've been selected for a claim! Call 09777549754 to claim now! T&Cs apply.
spam,"Free congratulations! Subscribe now to get your reward! Hurry, offer ends soon! Call 09554466959."
ham,Hello- thanx for taking that call. I got a job! Starts on monday!
ham,I'm in town now so i'll jus take mrt down later.
ham,K..k..any special today?
ham,"&lt;#&gt; , that's all? Guess that's easy enough"
spam,You've been selected for a ringtone! Call 09014338215 to claim now! T&Cs apply.
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up..."
spam,You've been selected for a camera! Call 09909872686 to claim now! T&Cs apply.
spam,"WINNER! Claim your prize worth £434! Hurry, offer ends soon! Call 09677029465."
spam,Congratulations! You've won a discount! Reply YES to join now!
ham,My birthday is on feb  &lt;#&gt;  da. .
ham,Morning only i can ok.
ham,Do you like shaking your booty on the dance floor?
spam,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for Â£3/wk
ham,Dear good morning now only i am up
ham,R u sure they'll understand that! Wine * good idea just had a slurp!
ham,Sounds like something that someone testing me would sayy
ham,Id onluy matters when getting on from offcampus
spam,Congratulations! You've won a membership! Text IXFK to 08724527185 to receive your prize!
spam,Exclusive mobile offer! Get your free gift card now! Click here: www.mobiledeals.biz to get your reward!
ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
spam,"WINNER! Claim your ringtone worth £436! Hurry, offer ends soon! Call 08877380083."
ham,For fear of fainting with the of all that housework you just did? Quick have a cuppa
spam,Exclusive ringtone offer! Get your free phone now! Send STOP to 09053518618 to unsubscribe.
spam,URGENT! You're eligible for a cash of £4923! Reply YES to join now!
spam,Special offer! DISCOUNT awaits you! Send STOP to 09043780329 to unsubscribe.
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
ham,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu"
ham,Correct. So how was work today
ham,Mom wants to know where you at
spam,Exclusive exclusive offer! Get your free holiday now! Text 8FDK to 09521685789 to receive your prize!
ham,Okie...
ham,Now i'm going for lunch.
spam,Free cash! Subscribe now to get your reward! Send STOP to 09871926066 to unsubscribe.
ham,"Its ok, called mom instead have fun"
ham,Ha ha ha good joke. Girls are situation seekers.
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
ham,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...
spam,WINNER! Claim your prize worth £450! Visit www.winyourprize.co.uk to claim your prize!
spam,URGENT! You're eligible for a prize of £289! Call now on 09983994249 to claim!
ham,No. Thank you. You've been wonderful
ham,Maybe i could get book out tomo then return it immediately ..? Or something.
spam,"URGENT! You're eligible for a camera of £1416! Hurry, offer ends soon! Call 09686108055."
ham,It means u could not keep ur words.
ham,Wa... U so efficient... Gee... Thanx...
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
spam,Exclusive deal offer! Get your free gift card now! Call now on 09195394372 to claim!
